Job Number,City,Title,Company,Location,Skills,Posted,Link
1048,noida,Paytm - Backend - Senior Software Engineer,Paytm,Noida/Greater Noida,"server side development
   				

   					java programming
   				

   					spring boot framework
   				

   					microservices architecture
   				

   					aws cloud services
   				

   					senior software engineer
   				

   					storage
   				

   					brewing
   				

   					api
   				

   					rdbms
   				

   					mobile
   				

   					messaging",1 day ago,https://www.timesjobs.com/job-detail/paytm-backend-senior-software-engineer-paytm-noida-greater-noida-3-to-5-yrs-jobid-gVNBU48LcFFzpSvf__PLUS__uAgZw==&source=srp
1049,noida,Paytm - Backend- Senior Technical Lead,Paytm,Noida/Greater Noida,"java development  spring boot  microservices architecture  aws management  team leadership
   				

   					storage
   				

   					brewing
   				

   					api
   				

   					rdbms
   				

   					mobile
   				

   					messaging",1 day ago,https://www.timesjobs.com/job-detail/paytm-backend-senior-technical-lead-paytm-noida-greater-noida-8-to-11-yrs-jobid-__PLUS__rBFmxw99MpzpSvf__PLUS__uAgZw==&source=srp
1050,noida,Paytm - Backend - Senior Software Engineer,Paytm,"Bengaluru / Bangalore,  Noida/Greater Noida","java development
   				

   					spring boot
   				

   					microservices architecture
   				

   					performance tuning
   				

   					aws services
   				

   					senior software engineer
   				

   					storage
   				

   					brewing
   				

   					api
   				

   					rdbms
   				

   					messaging",1 day ago,https://www.timesjobs.com/job-detail/paytm-backend-senior-software-engineer-paytm-bengaluru-bangalore-noida-greater-noida-3-to-6-yrs-jobid-BPcQvwm9vdxzpSvf__PLUS__uAgZw==&source=srp
1051,noida,Paytm - Devops - Senior DevOps Engineer,Paytm,Noida/Greater Noida,"cloud expertise
   				

   					ci / cd pipelines
   				

   					infrastructure as code
   				

   					containerization & orchestration
   				

   					monitoring & observability
   				

   					docker
   				

   					security
   				

   					python scripting
   				

   					devops
   				

   					github
   				

   					mobile
   				

   					messaging",1 day ago,https://www.timesjobs.com/job-detail/paytm-devops-senior-devops-engineer-paytm-noida-greater-noida-3-to-6-yrs-jobid-ZjIRBa5wP5FzpSvf__PLUS__uAgZw==&source=srp
1052,noida,Paytm - Akamai Engineer,Paytm,"Bengaluru / Bangalore,  Noida/Greater Noida","akamai cdn configuration   web application security   performance optimization   problem solving   cross functional collaboration
   				

   					information technology
   				

   					dos
   				

   					brewing
   				

   					python
   				

   					mobile
   				

   					exceptions
   				

   					production environment
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/paytm-akamai-engineer-paytm-bengaluru-bangalore-noida-greater-noida-2-to-5-yrs-jobid-cGCZGvHAjcFzpSvf__PLUS__uAgZw==&source=srp
1053,noida,Principal Consultant,ORACLE,"Bengaluru / Bangalore,  Noida/Greater Noida","oracle products implementation
   				

   					business process consultation
   				

   					independent judgment
   				

   					solution design expertise
   				

   					customer engagement management
   				

   					principal consultant
   				

   					security",1 day ago,https://www.timesjobs.com/job-detail/principal-consultant-oracle-bengaluru-bangalore-noida-greater-noida-6-to-10-yrs-jobid-KRK9pManYC1zpSvf__PLUS__uAgZw==&source=srp
1054,noida,PHP & Wordpress Developer,ons interactive solutions pvt ltd,Noida/Greater Noida,"php development
   				

   					wordpress customization
   				

   					woocommerce integration
   				

   					javascript proficiency
   				

   					rest api management
   				

   					css
   				

   					html5
   				

   					security
   				

   					wordpress developer
   				

   					git
   				

   					debugging
   				

   					github",1 day ago,https://www.timesjobs.com/job-detail/php-wordpress-developer-ons-interactive-solutions-pvt-ltd-noida-greater-noida-2-to-5-yrs-jobid-JmxHwvvlfKZzpSvf__PLUS__uAgZw==&source=srp
1055,noida,Software Engineer (Python & NodeJS),ons interactive solutions pvt ltd,Noida/Greater Noida,"python development
   				

   					node
   				

   					js expertise
   				

   					api design
   				

   					database management
   				

   					devops practices
   				

   					docker
   				

   					git
   				

   					postgresql
   				

   					mysql
   				

   					mongodb
   				

   					cloud services
   				

   					github
   				

   					node.js
   				

   					django
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/software-engineer-python-nodejs-ons-interactive-solutions-pvt-ltd-noida-greater-noida-2-to-4-yrs-jobid-V5PcLalx__PLUS__eNzpSvf__PLUS__uAgZw==&source=srp
1056,noida,Senior Software Engineering Manager,Microsoft India Pvt Ltd,Noida/Greater Noida,"data analytics techniques
   				

   					software engineering leadership
   				

   					coding proficiency  ( c
   				

   					c
   				

   					java )
   				

   					team collaboration skills
   				

   					customer data management
   				

   					c#
   				

   					python
   				

   					javascript
   				

   					security",1 day ago,https://www.timesjobs.com/job-detail/senior-software-engineering-manager-microsoft-india-pvt-ltd-noida-greater-noida-8-to-10-yrs-jobid-RTKyxxkj__SLASH__hVzpSvf__PLUS__uAgZw==&source=srp
1057,noida,ION Group - Senior Technical Consultant - Openlink,ion trading india pvt. ltd.,"Bengaluru / Bangalore,  Pune,  Noida/Greater Noida,  Gurgaon","software design
   				

   					endur / findur configuration
   				

   					object oriented programming
   				

   					custom code development
   				

   					client training support
   				

   					c
   				

   					java
   				

   					javascript
   				

   					eclipse
   				

   					technical consultant
   				

   					.net
   				

   					soap
   				

   					sharepoint
   				

   					jquery
   				

   					git
   				

   					debugging
   				

   					production support
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/ion-group-senior-technical-consultant-openlink-ion-trading-india-pvt-ltd-bengaluru-bangalore-pune-noida-greater-noida-gurgaon-5-to-8-yrs-jobid-Iz4CECYQYFtzpSvf__PLUS__uAgZw==&source=srp
1058,noida,ION Group - Principal Technical Consultant - Openlink,ion trading india pvt. ltd.,"Bengaluru / Bangalore,  Pune,  Noida/Greater Noida,  Gurgaon","technical architecture design
   				

   					project management leadership
   				

   					sql scripting proficiency
   				

   					openlink implementation experience
   				

   					solution integration architecture
   				

   					principal consultant
   				

   					c
   				

   					authoring
   				

   					java
   				

   					oracle
   				

   					visual studio
   				

   					eclipse
   				

   					c# .net
   				

   					technical consultant
   				

   					soap
   				

   					software design
   				

   					sharepoint",1 day ago,https://www.timesjobs.com/job-detail/ion-group-principal-technical-consultant-openlink-ion-trading-india-pvt-ltd-bengaluru-bangalore-pune-noida-greater-noida-gurgaon-10-to-15-yrs-jobid-RGD7__PLUS__qSSrEZzpSvf__PLUS__uAgZw==&source=srp
1059,noida,"Data Engineer, Davengers(Data Avengers)",AMAZON INDIA PVT LTD,Noida/Greater Noida,"aws management
   				

   					sql proficiency
   				

   					data infrastructure
   				

   					machine learning
   				

   					etl processes
   				

   					algorithms
   				

   					bi
   				

   					big data",1 day ago,https://www.timesjobs.com/job-detail/data-engineer-davengers-data-avengers-amazon-india-pvt-ltd-noida-greater-noida-3-to-5-yrs-jobid-Fq0Hmtb6__PLUS__2BzpSvf__PLUS__uAgZw==&source=srp
1060,noida,Computer Scientist 2,Adobe Systems Ltd,Noida/Greater Noida,"advanced document processing
   				

   					c   programming expertise
   				

   					saas development knowledge
   				

   					algorithm design skills
   				

   					problem solving abilities
   				

   					algorithms
   				

   					rest api
   				

   					data structures
   				

   					image processing
   				

   					os internals",1 day ago,https://www.timesjobs.com/job-detail/computer-scientist-2-adobe-systems-ltd-noida-greater-noida-7-to-10-yrs-jobid-BC2n19kcqXxzpSvf__PLUS__uAgZw==&source=srp
1061,noida,Computer Scientist II - Frontend,Adobe Systems Ltd,Noida/Greater Noida,"javascript proficiency
   				

   					typescript expertise
   				

   					reactjs development
   				

   					web components knowledge
   				

   					agile / scrum familiarity
   				

   					fundamentals
   				

   					css
   				

   					web tools
   				

   					html",1 day ago,https://www.timesjobs.com/job-detail/computer-scientist-ii-frontend-adobe-systems-ltd-noida-greater-noida-8-to-11-yrs-jobid-CGqMZvX__SLASH__Aw5zpSvf__PLUS__uAgZw==&source=srp
1062,noida,Software Engineer 2,Adobe Systems Ltd,Noida/Greater Noida,"c   programming
   				

   					data structures
   				

   					automated testing
   				

   					test planning
   				

   					debugging techniques
   				

   					continuous integration
   				

   					test automation
   				

   					performance testing
   				

   					test case execution
   				

   					test cases
   				

   					security
   				

   					testing tools
   				

   					test strategy
   				

   					linux
   				

   					jenkins
   				

   					operating system
   				

   					software test
   				

   					windows",1 day ago,https://www.timesjobs.com/job-detail/software-engineer-2-adobe-systems-ltd-noida-greater-noida-2-to-4-yrs-jobid-IWpN0gnkp6pzpSvf__PLUS__uAgZw==&source=srp
1063,noida,Ingenium RR-0111021 and RR-0111022 Solution Architect-1,DXC Technologies,Noida/Greater Noida,"software development
   				

   					project management
   				

   					team leadership
   				

   					code review
   				

   					technical support
   				

   					debugging
   				

   					software engineering",1 day ago,https://www.timesjobs.com/job-detail/ingenium-rr-0111021-and-rr-0111022-solution-architect-1-dxc-technologies-noida-greater-noida-6-to-9-yrs-jobid-sXluARCwuxJzpSvf__PLUS__uAgZw==&source=srp
1064,noida,ION Group - Web developer (EMEA shift) - 1840,ion trading india pvt. ltd.,Noida/Greater Noida,"front end technologies
   				

   					php back end development
   				

   					wordpress management
   				

   					responsive design
   				

   					user engagement strategies
   				

   					css
   				

   					html5
   				

   					jquery
   				

   					xml
   				

   					web developer
   				

   					json
   				

   					debugging
   				

   					web development
   				

   					javascript
   				

   					messaging
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/ion-group-web-developer-emea-shift-1840-ion-trading-india-pvt-ltd-noida-greater-noida-3-to-5-yrs-jobid-__SLASH__Z__SLASH__C6Vv8dAtzpSvf__PLUS__uAgZw==&source=srp
1065,noida,ION Group - Web Developer (APAC shift) - 1841,ion trading india pvt. ltd.,Noida/Greater Noida,"wordpress development
   				

   					html / css expertise
   				

   					javascript frameworks
   				

   					php back end skills
   				

   					responsive design
   				

   					html5
   				

   					jquery
   				

   					xml
   				

   					web developer
   				

   					json
   				

   					debugging
   				

   					web development
   				

   					messaging
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/ion-group-web-developer-apac-shift-1841-ion-trading-india-pvt-ltd-noida-greater-noida-4-to-6-yrs-jobid-2HqCatpPv9NzpSvf__PLUS__uAgZw==&source=srp
1066,noida,ION Group - Web Developer ( US shift) - 1839,ion trading india pvt. ltd.,Noida/Greater Noida,"front end technologies
   				

   					wordpress development
   				

   					php back end development
   				

   					user interface design
   				

   					data migration management
   				

   					css
   				

   					html5
   				

   					jquery
   				

   					xml
   				

   					web developer
   				

   					json
   				

   					debugging
   				

   					web development
   				

   					javascript
   				

   					messaging
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/ion-group-web-developer-us-shift-1839-ion-trading-india-pvt-ltd-noida-greater-noida-3-to-5-yrs-jobid-qEzAzvNLEkVzpSvf__PLUS__uAgZw==&source=srp
1067,noida,Sr. Development Engineer - Python QA Job Details | Barco,barco india,Noida/Greater Noida,"python programming
   				

   					automation frameworks
   				

   					agile methodology
   				

   					ci / cd tools
   				

   					test strategy development
   				

   					test automation
   				

   					jmeter
   				

   					healthcare
   				

   					qa
   				

   					automation tools
   				

   					selenium
   				

   					security testing
   				

   					jenkins
   				

   					automation testing
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/sr-development-engineer-python-qa-job-details-barco-barco-india-noida-greater-noida-3-to-5-yrs-jobid-Dc3SLW0A165zpSvf__PLUS__uAgZw==&source=srp
1068,noida,Build Engineer,Ebix,Noida/Greater Noida,"iis hosting expertise
   				

   					ssrs configuration skills
   				

   					gitlab proficiency
   				

   					powershell scripting
   				

   					ci / cd pipeline design
   				

   					dos
   				

   					docker
   				

   					release engineering",1 day ago,https://www.timesjobs.com/job-detail/build-engineer-ebix-noida-greater-noida-2-to-4-yrs-jobid-KDu46HxMCXFzpSvf__PLUS__uAgZw==&source=srp
1069,noida,Position Details: Java Developer The Opportunity: Role Overview: What youll do: Who You Are: Why Instant Systems Inc.,instant systems inc,Noida/Greater Noida,"java development
   				

   					spring framework
   				

   					hibernate framework
   				

   					front end technologies
   				

   					database management
   				

   					program management
   				

   					jquery
   				

   					debugging
   				

   					mysql
   				

   					rest
   				

   					javascript
   				

   					java developer
   				

   					spring boot",1 day ago,https://www.timesjobs.com/job-detail/position-details-java-developer-the-opportunity-role-overview-what-youll-do-who-you-are-why-instant-systems-inc-instant-systems-inc-noida-greater-noida-2-to-4-yrs-jobid-r2SLpbO__PLUS__dZ1zpSvf__PLUS__uAgZw==&source=srp
1070,noida,Enterprise Sales Officer T1 ( 81978501 ),Reliance Jio Infocomm Limited,Noida/Greater Noida,"territory familiarity
   				

   					enterprise sales exposure
   				

   					technology understanding
   				

   					result orientation
   				

   					relationship management",1 day ago,https://www.timesjobs.com/job-detail/enterprise-sales-officer-t1-81978501-reliance-jio-infocomm-limited-noida-greater-noida-2-to-5-yrs-jobid-oVgELzJLoW1zpSvf__PLUS__uAgZw==&source=srp
1071,noida,Principal Consultant,ORACLE,"Bengaluru / Bangalore,  Pune,  Hyderabad/Secunderabad,  Noida/Greater Noida,  Gurgaon","telecom domain expertise
   				

   					configuration management tools
   				

   					release management processes
   				

   					problem solving skills
   				

   					customer facing communication
   				

   					principal consultant
   				

   					ece
   				

   					security
   				

   					git
   				

   					technical skills
   				

   					oracle
   				

   					svn
   				

   					oracle brm",1 day ago,https://www.timesjobs.com/job-detail/principal-consultant-oracle-bengaluru-bangalore-pune-hyderabad-secunderabad-noida-greater-noida-gurgaon-10-to-18-yrs-jobid-GpgMxJBect9zpSvf__PLUS__uAgZw==&source=srp
1072,noida,Paytm - Frontend - Senior Software Engineer,Paytm,Noida/Greater Noida,"frontend development
   				

   					javascript expertise
   				

   					react framework
   				

   					ui design sensibility
   				

   					problem solving ###
   				

   					fundamentals
   				

   					css
   				

   					user interaction
   				

   					senior software engineer
   				

   					team player
   				

   					brewing
   				

   					html",1 day ago,https://www.timesjobs.com/job-detail/paytm-frontend-senior-software-engineer-paytm-noida-greater-noida-3-to-6-yrs-jobid-6c41nb1wdwdzpSvf__PLUS__uAgZw==&source=srp
1073,noida,Paytm - Backend - Senior Software Engineer,Paytm,Noida/Greater Noida,"server side development
   				

   					java programming
   				

   					spring boot framework
   				

   					microservices architecture
   				

   					aws cloud services
   				

   					senior software engineer
   				

   					storage
   				

   					brewing
   				

   					api
   				

   					rdbms
   				

   					mobile
   				

   					messaging",1 day ago,https://www.timesjobs.com/job-detail/paytm-backend-senior-software-engineer-paytm-noida-greater-noida-3-to-5-yrs-jobid-gVNBU48LcFFzpSvf__PLUS__uAgZw==&source=srp
1074,noida,Paytm - Backend- Senior Technical Lead,Paytm,Noida/Greater Noida,"java development  spring boot  microservices architecture  aws management  team leadership
   				

   					storage
   				

   					brewing
   				

   					api
   				

   					rdbms
   				

   					mobile
   				

   					messaging",1 day ago,https://www.timesjobs.com/job-detail/paytm-backend-senior-technical-lead-paytm-noida-greater-noida-8-to-11-yrs-jobid-__PLUS__rBFmxw99MpzpSvf__PLUS__uAgZw==&source=srp
1075,noida,Paytm - Backend - Senior Software Engineer,Paytm,"Bengaluru / Bangalore,  Noida/Greater Noida","java development
   				

   					spring boot
   				

   					microservices architecture
   				

   					performance tuning
   				

   					aws services
   				

   					senior software engineer
   				

   					storage
   				

   					brewing
   				

   					api
   				

   					rdbms
   				

   					messaging",1 day ago,https://www.timesjobs.com/job-detail/paytm-backend-senior-software-engineer-paytm-bengaluru-bangalore-noida-greater-noida-3-to-6-yrs-jobid-BPcQvwm9vdxzpSvf__PLUS__uAgZw==&source=srp
1076,noida,Paytm - Devops - Senior DevOps Engineer,Paytm,Noida/Greater Noida,"cloud expertise
   				

   					ci / cd pipelines
   				

   					infrastructure as code
   				

   					containerization & orchestration
   				

   					monitoring & observability
   				

   					docker
   				

   					security
   				

   					python scripting
   				

   					devops
   				

   					github
   				

   					mobile
   				

   					messaging",1 day ago,https://www.timesjobs.com/job-detail/paytm-devops-senior-devops-engineer-paytm-noida-greater-noida-3-to-6-yrs-jobid-ZjIRBa5wP5FzpSvf__PLUS__uAgZw==&source=srp
1077,noida,Paytm - Akamai Engineer,Paytm,"Bengaluru / Bangalore,  Noida/Greater Noida","akamai cdn configuration   web application security   performance optimization   problem solving   cross functional collaboration
   				

   					information technology
   				

   					dos
   				

   					brewing
   				

   					python
   				

   					mobile
   				

   					exceptions
   				

   					production environment
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/paytm-akamai-engineer-paytm-bengaluru-bangalore-noida-greater-noida-2-to-5-yrs-jobid-cGCZGvHAjcFzpSvf__PLUS__uAgZw==&source=srp
1078,noida,Principal Consultant,ORACLE,"Bengaluru / Bangalore,  Noida/Greater Noida","oracle products implementation
   				

   					business process consultation
   				

   					independent judgment
   				

   					solution design expertise
   				

   					customer engagement management
   				

   					principal consultant
   				

   					security",1 day ago,https://www.timesjobs.com/job-detail/principal-consultant-oracle-bengaluru-bangalore-noida-greater-noida-6-to-10-yrs-jobid-KRK9pManYC1zpSvf__PLUS__uAgZw==&source=srp
1079,noida,PHP & Wordpress Developer,ons interactive solutions pvt ltd,Noida/Greater Noida,"php development
   				

   					wordpress customization
   				

   					woocommerce integration
   				

   					javascript proficiency
   				

   					rest api management
   				

   					css
   				

   					html5
   				

   					security
   				

   					wordpress developer
   				

   					git
   				

   					debugging
   				

   					github",1 day ago,https://www.timesjobs.com/job-detail/php-wordpress-developer-ons-interactive-solutions-pvt-ltd-noida-greater-noida-2-to-5-yrs-jobid-JmxHwvvlfKZzpSvf__PLUS__uAgZw==&source=srp
1080,noida,Software Engineer (Python & NodeJS),ons interactive solutions pvt ltd,Noida/Greater Noida,"python development
   				

   					node
   				

   					js expertise
   				

   					api design
   				

   					database management
   				

   					devops practices
   				

   					docker
   				

   					git
   				

   					postgresql
   				

   					mysql
   				

   					mongodb
   				

   					cloud services
   				

   					github
   				

   					node.js
   				

   					django
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/software-engineer-python-nodejs-ons-interactive-solutions-pvt-ltd-noida-greater-noida-2-to-4-yrs-jobid-V5PcLalx__PLUS__eNzpSvf__PLUS__uAgZw==&source=srp
1081,noida,Senior Software Engineering Manager,Microsoft India Pvt Ltd,Noida/Greater Noida,"data analytics techniques
   				

   					software engineering leadership
   				

   					coding proficiency  ( c
   				

   					c
   				

   					java )
   				

   					team collaboration skills
   				

   					customer data management
   				

   					c#
   				

   					python
   				

   					javascript
   				

   					security",1 day ago,https://www.timesjobs.com/job-detail/senior-software-engineering-manager-microsoft-india-pvt-ltd-noida-greater-noida-8-to-10-yrs-jobid-RTKyxxkj__SLASH__hVzpSvf__PLUS__uAgZw==&source=srp
1082,noida,ION Group - Senior Technical Consultant - Openlink,ion trading india pvt. ltd.,"Bengaluru / Bangalore,  Pune,  Noida/Greater Noida,  Gurgaon","software design
   				

   					endur / findur configuration
   				

   					object oriented programming
   				

   					custom code development
   				

   					client training support
   				

   					c
   				

   					java
   				

   					javascript
   				

   					eclipse
   				

   					technical consultant
   				

   					.net
   				

   					soap
   				

   					sharepoint
   				

   					jquery
   				

   					git
   				

   					debugging
   				

   					production support
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/ion-group-senior-technical-consultant-openlink-ion-trading-india-pvt-ltd-bengaluru-bangalore-pune-noida-greater-noida-gurgaon-5-to-8-yrs-jobid-Iz4CECYQYFtzpSvf__PLUS__uAgZw==&source=srp
1083,noida,ION Group - Principal Technical Consultant - Openlink,ion trading india pvt. ltd.,"Bengaluru / Bangalore,  Pune,  Noida/Greater Noida,  Gurgaon","technical architecture design
   				

   					project management leadership
   				

   					sql scripting proficiency
   				

   					openlink implementation experience
   				

   					solution integration architecture
   				

   					principal consultant
   				

   					c
   				

   					authoring
   				

   					java
   				

   					oracle
   				

   					visual studio
   				

   					eclipse
   				

   					c# .net
   				

   					technical consultant
   				

   					soap
   				

   					software design
   				

   					sharepoint",1 day ago,https://www.timesjobs.com/job-detail/ion-group-principal-technical-consultant-openlink-ion-trading-india-pvt-ltd-bengaluru-bangalore-pune-noida-greater-noida-gurgaon-10-to-15-yrs-jobid-RGD7__PLUS__qSSrEZzpSvf__PLUS__uAgZw==&source=srp
1084,noida,"Data Engineer, Davengers(Data Avengers)",AMAZON INDIA PVT LTD,Noida/Greater Noida,"aws management
   				

   					sql proficiency
   				

   					data infrastructure
   				

   					machine learning
   				

   					etl processes
   				

   					algorithms
   				

   					bi
   				

   					big data",1 day ago,https://www.timesjobs.com/job-detail/data-engineer-davengers-data-avengers-amazon-india-pvt-ltd-noida-greater-noida-3-to-5-yrs-jobid-Fq0Hmtb6__PLUS__2BzpSvf__PLUS__uAgZw==&source=srp
1085,noida,Computer Scientist 2,Adobe Systems Ltd,Noida/Greater Noida,"advanced document processing
   				

   					c   programming expertise
   				

   					saas development knowledge
   				

   					algorithm design skills
   				

   					problem solving abilities
   				

   					algorithms
   				

   					rest api
   				

   					data structures
   				

   					image processing
   				

   					os internals",1 day ago,https://www.timesjobs.com/job-detail/computer-scientist-2-adobe-systems-ltd-noida-greater-noida-7-to-10-yrs-jobid-BC2n19kcqXxzpSvf__PLUS__uAgZw==&source=srp
1086,noida,Computer Scientist II - Frontend,Adobe Systems Ltd,Noida/Greater Noida,"javascript proficiency
   				

   					typescript expertise
   				

   					reactjs development
   				

   					web components knowledge
   				

   					agile / scrum familiarity
   				

   					fundamentals
   				

   					css
   				

   					web tools
   				

   					html",1 day ago,https://www.timesjobs.com/job-detail/computer-scientist-ii-frontend-adobe-systems-ltd-noida-greater-noida-8-to-11-yrs-jobid-CGqMZvX__SLASH__Aw5zpSvf__PLUS__uAgZw==&source=srp
1087,noida,Software Engineer 2,Adobe Systems Ltd,Noida/Greater Noida,"c   programming
   				

   					data structures
   				

   					automated testing
   				

   					test planning
   				

   					debugging techniques
   				

   					continuous integration
   				

   					test automation
   				

   					performance testing
   				

   					test case execution
   				

   					test cases
   				

   					security
   				

   					testing tools
   				

   					test strategy
   				

   					linux
   				

   					jenkins
   				

   					operating system
   				

   					software test
   				

   					windows",1 day ago,https://www.timesjobs.com/job-detail/software-engineer-2-adobe-systems-ltd-noida-greater-noida-2-to-4-yrs-jobid-IWpN0gnkp6pzpSvf__PLUS__uAgZw==&source=srp
1088,noida,Ingenium RR-0111021 and RR-0111022 Solution Architect-1,DXC Technologies,Noida/Greater Noida,"software development
   				

   					project management
   				

   					team leadership
   				

   					code review
   				

   					technical support
   				

   					debugging
   				

   					software engineering",1 day ago,https://www.timesjobs.com/job-detail/ingenium-rr-0111021-and-rr-0111022-solution-architect-1-dxc-technologies-noida-greater-noida-6-to-9-yrs-jobid-sXluARCwuxJzpSvf__PLUS__uAgZw==&source=srp
1089,noida,ION Group - Web developer (EMEA shift) - 1840,ion trading india pvt. ltd.,Noida/Greater Noida,"front end technologies
   				

   					php back end development
   				

   					wordpress management
   				

   					responsive design
   				

   					user engagement strategies
   				

   					css
   				

   					html5
   				

   					jquery
   				

   					xml
   				

   					web developer
   				

   					json
   				

   					debugging
   				

   					web development
   				

   					javascript
   				

   					messaging
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/ion-group-web-developer-emea-shift-1840-ion-trading-india-pvt-ltd-noida-greater-noida-3-to-5-yrs-jobid-__SLASH__Z__SLASH__C6Vv8dAtzpSvf__PLUS__uAgZw==&source=srp
1090,noida,ION Group - Web Developer (APAC shift) - 1841,ion trading india pvt. ltd.,Noida/Greater Noida,"wordpress development
   				

   					html / css expertise
   				

   					javascript frameworks
   				

   					php back end skills
   				

   					responsive design
   				

   					html5
   				

   					jquery
   				

   					xml
   				

   					web developer
   				

   					json
   				

   					debugging
   				

   					web development
   				

   					messaging
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/ion-group-web-developer-apac-shift-1841-ion-trading-india-pvt-ltd-noida-greater-noida-4-to-6-yrs-jobid-2HqCatpPv9NzpSvf__PLUS__uAgZw==&source=srp
1091,noida,ION Group - Web Developer ( US shift) - 1839,ion trading india pvt. ltd.,Noida/Greater Noida,"front end technologies
   				

   					wordpress development
   				

   					php back end development
   				

   					user interface design
   				

   					data migration management
   				

   					css
   				

   					html5
   				

   					jquery
   				

   					xml
   				

   					web developer
   				

   					json
   				

   					debugging
   				

   					web development
   				

   					javascript
   				

   					messaging
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/ion-group-web-developer-us-shift-1839-ion-trading-india-pvt-ltd-noida-greater-noida-3-to-5-yrs-jobid-qEzAzvNLEkVzpSvf__PLUS__uAgZw==&source=srp
1092,noida,Sr. Development Engineer - Python QA Job Details | Barco,barco india,Noida/Greater Noida,"python programming
   				

   					automation frameworks
   				

   					agile methodology
   				

   					ci / cd tools
   				

   					test strategy development
   				

   					test automation
   				

   					jmeter
   				

   					healthcare
   				

   					qa
   				

   					automation tools
   				

   					selenium
   				

   					security testing
   				

   					jenkins
   				

   					automation testing
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/sr-development-engineer-python-qa-job-details-barco-barco-india-noida-greater-noida-3-to-5-yrs-jobid-Dc3SLW0A165zpSvf__PLUS__uAgZw==&source=srp
1093,noida,Build Engineer,Ebix,Noida/Greater Noida,"iis hosting expertise
   				

   					ssrs configuration skills
   				

   					gitlab proficiency
   				

   					powershell scripting
   				

   					ci / cd pipeline design
   				

   					dos
   				

   					docker
   				

   					release engineering",1 day ago,https://www.timesjobs.com/job-detail/build-engineer-ebix-noida-greater-noida-2-to-4-yrs-jobid-KDu46HxMCXFzpSvf__PLUS__uAgZw==&source=srp
1094,noida,Position Details: Java Developer The Opportunity: Role Overview: What youll do: Who You Are: Why Instant Systems Inc.,instant systems inc,Noida/Greater Noida,"java development
   				

   					spring framework
   				

   					hibernate framework
   				

   					front end technologies
   				

   					database management
   				

   					program management
   				

   					jquery
   				

   					debugging
   				

   					mysql
   				

   					rest
   				

   					javascript
   				

   					java developer
   				

   					spring boot",1 day ago,https://www.timesjobs.com/job-detail/position-details-java-developer-the-opportunity-role-overview-what-youll-do-who-you-are-why-instant-systems-inc-instant-systems-inc-noida-greater-noida-2-to-4-yrs-jobid-r2SLpbO__PLUS__dZ1zpSvf__PLUS__uAgZw==&source=srp
1095,noida,Enterprise Sales Officer T1 ( 81978501 ),Reliance Jio Infocomm Limited,Noida/Greater Noida,"territory familiarity
   				

   					enterprise sales exposure
   				

   					technology understanding
   				

   					result orientation
   				

   					relationship management",1 day ago,https://www.timesjobs.com/job-detail/enterprise-sales-officer-t1-81978501-reliance-jio-infocomm-limited-noida-greater-noida-2-to-5-yrs-jobid-oVgELzJLoW1zpSvf__PLUS__uAgZw==&source=srp
1096,noida,Principal Consultant,ORACLE,"Bengaluru / Bangalore,  Pune,  Hyderabad/Secunderabad,  Noida/Greater Noida,  Gurgaon","telecom domain expertise
   				

   					configuration management tools
   				

   					release management processes
   				

   					problem solving skills
   				

   					customer facing communication
   				

   					principal consultant
   				

   					ece
   				

   					security
   				

   					git
   				

   					technical skills
   				

   					oracle
   				

   					svn
   				

   					oracle brm",1 day ago,https://www.timesjobs.com/job-detail/principal-consultant-oracle-bengaluru-bangalore-pune-hyderabad-secunderabad-noida-greater-noida-gurgaon-10-to-18-yrs-jobid-GpgMxJBect9zpSvf__PLUS__uAgZw==&source=srp
1097,noida,Paytm - Frontend - Senior Software Engineer,Paytm,Noida/Greater Noida,"frontend development
   				

   					javascript expertise
   				

   					react framework
   				

   					ui design sensibility
   				

   					problem solving ###
   				

   					fundamentals
   				

   					css
   				

   					user interaction
   				

   					senior software engineer
   				

   					team player
   				

   					brewing
   				

   					html",1 day ago,https://www.timesjobs.com/job-detail/paytm-frontend-senior-software-engineer-paytm-noida-greater-noida-3-to-6-yrs-jobid-6c41nb1wdwdzpSvf__PLUS__uAgZw==&source=srp
